segment,feature,kpi,spearman_corr,abs_corr,n,is_strong,insight
all,has_price_meta,ctr_decay_pct,-0.022972614949824027,0.022972614949824027,1080,0,"In all, higher has_price_meta is associated with lower ctr_decay_pct (spearman=-0.023, n=1080)."
all,has_discount_badge_meta,overall_ctr,-0.022903152340292905,0.022903152340292905,1080,0,"In all, higher has_discount_badge_meta is associated with lower overall_ctr (spearman=-0.023, n=1080)."
vertical=entertainment,text_density_meta,perf_score,0.022785683300832974,0.022785683300832974,180,0,"In vertical=entertainment, higher text_density_meta is associated with higher perf_score (spearman=0.023, n=180)."
vertical=entertainment,ocr_element_count,perf_score,0.022474016210963826,0.022474016210963826,180,0,"In vertical=entertainment, higher ocr_element_count is associated with higher perf_score (spearman=0.022, n=180)."
vertical=food_delivery,bottom_zone_element_count,perf_score,-0.02242439721752349,0.02242439721752349,180,0,"In vertical=food_delivery, higher bottom_zone_element_count is associated with lower perf_score (spearman=-0.022, n=180)."
vertical=food_delivery,bottom_zone_element_count,overall_ipm,0.02235191068202352,0.02235191068202352,180,0,"In vertical=food_delivery, higher bottom_zone_element_count is associated with higher overall_ipm (spearman=0.022, n=180)."
vertical=entertainment,cta_area_relative,cvr_decay_pct,-0.0221921600052783,0.0221921600052783,180,0,"In vertical=entertainment, higher cta_area_relative is associated with lower cvr_decay_pct (spearman=-0.022, n=180)."
vertical=food_delivery,middle_zone_element_count,overall_roas,-0.022166387262091376,0.022166387262091376,180,0,"In vertical=food_delivery, higher middle_zone_element_count is associated with lower overall_roas (spearman=-0.022, n=180)."
all,cta_y_relative,cvr_decay_pct,-0.022049926850684333,0.022049926850684333,1080,0,"In all, higher cta_y_relative is associated with lower cvr_decay_pct (spearman=-0.022, n=1080)."
all,has_discount_badge_meta,overall_roas,0.021727036108173527,0.021727036108173527,1080,0,"In all, higher has_discount_badge_meta is associated with higher overall_roas (spearman=0.022, n=1080)."
vertical=travel,cta_area_relative,overall_cvr,-0.02133877511814391,0.02133877511814391,180,0,"In vertical=travel, higher cta_area_relative is associated with lower overall_cvr (spearman=-0.021, n=180)."
vertical=entertainment,bottom_text_ratio,cvr_decay_pct,-0.021319375774201694,0.021319375774201694,180,0,"In vertical=entertainment, higher bottom_text_ratio is associated with lower cvr_decay_pct (spearman=-0.021, n=180)."
vertical=entertainment,bottom_zone_element_count,overall_ctr,-0.021164286433529772,0.021164286433529772,180,0,"In vertical=entertainment, higher bottom_zone_element_count is associated with lower overall_ctr (spearman=-0.021, n=180)."
vertical=entertainment,ocr_element_count,overall_ctr,0.02085801521484732,0.02085801521484732,180,0,"In vertical=entertainment, higher ocr_element_count is associated with higher overall_ctr (spearman=0.021, n=180)."
vertical=entertainment,bottom_zone_element_count,ctr_decay_pct,-0.02076510652093985,0.02076510652093985,180,0,"In vertical=entertainment, higher bottom_zone_element_count is associated with lower ctr_decay_pct (spearman=-0.021, n=180)."
vertical=fintech,brand_visibility_meta,cvr_decay_pct,0.02062955782323501,0.02062955782323501,180,0,"In vertical=fintech, higher brand_visibility_meta is associated with higher cvr_decay_pct (spearman=0.021, n=180)."
vertical=fintech,has_discount_text,overall_ipm,0.02028846451696103,0.02028846451696103,180,0,"In vertical=fintech, higher has_discount_text is associated with higher overall_ipm (spearman=0.020, n=180)."
vertical=entertainment,has_promo_text,overall_ctr,0.02012053485907215,0.02012053485907215,180,0,"In vertical=entertainment, higher has_promo_text is associated with higher overall_ctr (spearman=0.020, n=180)."
vertical=fintech,cta_y_relative,cvr_decay_pct,-0.019760759145550175,0.019760759145550175,180,0,"In vertical=fintech, higher cta_y_relative is associated with lower cvr_decay_pct (spearman=-0.020, n=180)."
all,avg_text_area_rel,ctr_decay_pct,-0.019726154361810615,0.019726154361810615,1080,0,"In all, higher avg_text_area_rel is associated with lower ctr_decay_pct (spearman=-0.020, n=1080)."
vertical=fintech,cta_area_relative,cvr_decay_pct,-0.01964989915428035,0.01964989915428035,180,0,"In vertical=fintech, higher cta_area_relative is associated with lower cvr_decay_pct (spearman=-0.020, n=180)."
vertical=ecommerce,avg_text_area_rel,cvr_decay_pct,-0.019648754591191087,0.019648754591191087,180,0,"In vertical=ecommerce, higher avg_text_area_rel is associated with lower cvr_decay_pct (spearman=-0.020, n=180)."
vertical=fintech,bottom_zone_element_count,overall_cvr,-0.019569040624883426,0.019569040624883426,180,0,"In vertical=fintech, higher bottom_zone_element_count is associated with lower overall_cvr (spearman=-0.020, n=180)."
vertical=travel,text_area_total_rel,cvr_decay_pct,-0.019521178637200737,0.019521178637200737,180,0,"In vertical=travel, higher text_area_total_rel is associated with lower cvr_decay_pct (spearman=-0.020, n=180)."
vertical=travel,text_density_meta,perf_score,-0.01928045163730081,0.01928045163730081,180,0,"In vertical=travel, higher text_density_meta is associated with lower perf_score (spearman=-0.019, n=180)."
vertical=fintech,has_promo_text,overall_ipm,0.01890493899321758,0.01890493899321758,180,0,"In vertical=fintech, higher has_promo_text is associated with higher overall_ipm (spearman=0.019, n=180)."
vertical=gaming,has_promo_text,perf_score,0.018861442677809488,0.018861442677809488,180,0,"In vertical=gaming, higher has_promo_text is associated with higher perf_score (spearman=0.019, n=180)."
all,badge_y_relative,overall_roas,-0.01862269719246119,0.01862269719246119,1080,0,"In all, higher badge_y_relative is associated with lower overall_roas (spearman=-0.019, n=1080)."
vertical=gaming,brand_visibility_meta,cvr_decay_pct,-0.01849470242669471,0.01849470242669471,180,0,"In vertical=gaming, higher brand_visibility_meta is associated with lower cvr_decay_pct (spearman=-0.018, n=180)."
vertical=ecommerce,has_discount_badge_meta,overall_ctr,0.01833268094468831,0.01833268094468831,180,0,"In vertical=ecommerce, higher has_discount_badge_meta is associated with higher overall_ctr (spearman=0.018, n=180)."
vertical=food_delivery,cta_area_relative,overall_ctr,-0.01827947976063679,0.01827947976063679,180,0,"In vertical=food_delivery, higher cta_area_relative is associated with lower overall_ctr (spearman=-0.018, n=180)."
vertical=entertainment,badge_in_top_right,perf_score,0.01821714809056084,0.01821714809056084,180,0,"In vertical=entertainment, higher badge_in_top_right is associated with higher perf_score (spearman=0.018, n=180)."
vertical=gaming,badge_in_top_right,overall_roas,-0.018158653747270482,0.018158653747270482,180,0,"In vertical=gaming, higher badge_in_top_right is associated with lower overall_roas (spearman=-0.018, n=180)."
vertical=travel,has_promo_text,overall_ctr,-0.018002335311537585,0.018002335311537585,180,0,"In vertical=travel, higher has_promo_text is associated with lower overall_ctr (spearman=-0.018, n=180)."
all,has_promo_text,overall_ctr,0.017732274012532117,0.017732274012532117,1080,0,"In all, higher has_promo_text is associated with higher overall_ctr (spearman=0.018, n=1080)."
vertical=gaming,bottom_zone_element_count,overall_ipm,0.01763983506877704,0.01763983506877704,180,0,"In vertical=gaming, higher bottom_zone_element_count is associated with higher overall_ipm (spearman=0.018, n=180)."
vertical=entertainment,top_zone_element_count,cvr_decay_pct,-0.017532174381486465,0.017532174381486465,180,0,"In vertical=entertainment, higher top_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.018, n=180)."
vertical=travel,text_density_meta,ctr_decay_pct,-0.017181022173331114,0.017181022173331114,180,0,"In vertical=travel, higher text_density_meta is associated with lower ctr_decay_pct (spearman=-0.017, n=180)."
vertical=entertainment,badge_y_relative,overall_cvr,-0.016953662002325016,0.016953662002325016,180,0,"In vertical=entertainment, higher badge_y_relative is associated with lower overall_cvr (spearman=-0.017, n=180)."
vertical=fintech,has_price_meta,ctr_decay_pct,0.01692663287668867,0.01692663287668867,180,0,"In vertical=fintech, higher has_price_meta is associated with higher ctr_decay_pct (spearman=0.017, n=180)."
vertical=entertainment,badge_y_relative,cvr_decay_pct,0.016885699071557677,0.016885699071557677,180,0,"In vertical=entertainment, higher badge_y_relative is associated with higher cvr_decay_pct (spearman=0.017, n=180)."
vertical=food_delivery,badge_in_top_right,cvr_decay_pct,0.016819302776463357,0.016819302776463357,180,0,"In vertical=food_delivery, higher badge_in_top_right is associated with higher cvr_decay_pct (spearman=0.017, n=180)."
all,headline_area_relative,cvr_decay_pct,-0.01679353856347639,0.01679353856347639,1080,0,"In all, higher headline_area_relative is associated with lower cvr_decay_pct (spearman=-0.017, n=1080)."
vertical=fintech,has_promo_text,overall_ctr,0.016731957499744293,0.016731957499744293,180,0,"In vertical=fintech, higher has_promo_text is associated with higher overall_ctr (spearman=0.017, n=180)."
vertical=gaming,badge_y_relative,overall_roas,0.016721528188833684,0.016721528188833684,180,0,"In vertical=gaming, higher badge_y_relative is associated with higher overall_roas (spearman=0.017, n=180)."
vertical=travel,bottom_zone_element_count,cvr_decay_pct,-0.016543895981398566,0.016543895981398566,180,0,"In vertical=travel, higher bottom_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.017, n=180)."
vertical=food_delivery,has_discount_badge_meta,perf_score,0.016448750065851628,0.016448750065851628,180,0,"In vertical=food_delivery, higher has_discount_badge_meta is associated with higher perf_score (spearman=0.016, n=180)."
vertical=fintech,grounded_element_count,overall_cvr,-0.016173794571066127,0.016173794571066127,180,0,"In vertical=fintech, higher grounded_element_count is associated with lower overall_cvr (spearman=-0.016, n=180)."
vertical=entertainment,bottom_text_ratio,perf_score,-0.016087331161285603,0.016087331161285603,180,0,"In vertical=entertainment, higher bottom_text_ratio is associated with lower perf_score (spearman=-0.016, n=180)."
vertical=travel,cta_area_relative,overall_roas,0.01608048602841466,0.01608048602841466,180,0,"In vertical=travel, higher cta_area_relative is associated with higher overall_roas (spearman=0.016, n=180)."
vertical=travel,cta_x_relative,overall_roas,-0.015901639823439975,0.015901639823439975,180,0,"In vertical=travel, higher cta_x_relative is associated with lower overall_roas (spearman=-0.016, n=180)."
vertical=fintech,has_discount_text,perf_score,-0.015547226546016452,0.015547226546016452,180,0,"In vertical=fintech, higher has_discount_text is associated with lower perf_score (spearman=-0.016, n=180)."
vertical=gaming,image_aspect_ratio,overall_roas,0.015410495608881428,0.015410495608881428,180,0,"In vertical=gaming, higher image_aspect_ratio is associated with higher overall_roas (spearman=0.015, n=180)."
vertical=fintech,grounded_element_count,perf_score,-0.015375456555156231,0.015375456555156231,180,0,"In vertical=fintech, higher grounded_element_count is associated with lower perf_score (spearman=-0.015, n=180)."
vertical=entertainment,grounded_element_count,perf_score,-0.015162443200380977,0.015162443200380977,180,0,"In vertical=entertainment, higher grounded_element_count is associated with lower perf_score (spearman=-0.015, n=180)."
vertical=entertainment,text_area_total_rel,overall_ctr,-0.014946963383643527,0.014946963383643527,180,0,"In vertical=entertainment, higher text_area_total_rel is associated with lower overall_ctr (spearman=-0.015, n=180)."
vertical=gaming,grounded_element_count,overall_ctr,0.01483755436435317,0.01483755436435317,180,0,"In vertical=gaming, higher grounded_element_count is associated with higher overall_ctr (spearman=0.015, n=180)."
vertical=fintech,has_discount_text,ctr_decay_pct,-0.014775294811265096,0.014775294811265096,180,0,"In vertical=fintech, higher has_discount_text is associated with lower ctr_decay_pct (spearman=-0.015, n=180)."
vertical=ecommerce,has_price_text,overall_ctr,0.014686852241177183,0.014686852241177183,180,0,"In vertical=ecommerce, higher has_price_text is associated with higher overall_ctr (spearman=0.015, n=180)."
vertical=travel,has_discount_badge_meta,perf_score,-0.014585102639223666,0.014585102639223666,180,0,"In vertical=travel, higher has_discount_badge_meta is associated with lower perf_score (spearman=-0.015, n=180)."
vertical=gaming,subhead_y_relative,perf_score,-0.014448548721579258,0.014448548721579258,180,0,"In vertical=gaming, higher subhead_y_relative is associated with lower perf_score (spearman=-0.014, n=180)."
vertical=fintech,top_zone_element_count,overall_ipm,-0.014372597014546637,0.014372597014546637,180,0,"In vertical=fintech, higher top_zone_element_count is associated with lower overall_ipm (spearman=-0.014, n=180)."
vertical=ecommerce,cta_x_relative,overall_roas,0.01421036697228147,0.01421036697228147,180,0,"In vertical=ecommerce, higher cta_x_relative is associated with higher overall_roas (spearman=0.014, n=180)."
vertical=entertainment,top_zone_element_count,overall_ctr,0.014197354556452213,0.014197354556452213,180,0,"In vertical=entertainment, higher top_zone_element_count is associated with higher overall_ctr (spearman=0.014, n=180)."
vertical=entertainment,has_discount_badge_meta,overall_roas,-0.014060335347810538,0.014060335347810538,180,0,"In vertical=entertainment, higher has_discount_badge_meta is associated with lower overall_roas (spearman=-0.014, n=180)."
vertical=gaming,has_discount_text,perf_score,0.013561851975609895,0.013561851975609895,180,0,"In vertical=gaming, higher has_discount_text is associated with higher perf_score (spearman=0.014, n=180)."
vertical=ecommerce,product_zone_coverage,ctr_decay_pct,0.01351477818486966,0.01351477818486966,180,0,"In vertical=ecommerce, higher product_zone_coverage is associated with higher ctr_decay_pct (spearman=0.014, n=180)."
vertical=travel,badge_y_relative,overall_roas,0.013496125845233681,0.013496125845233681,180,0,"In vertical=travel, higher badge_y_relative is associated with higher overall_roas (spearman=0.013, n=180)."
